"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 07, 2012","2,104.93","2,084.85","2,127.31","2,063.09","36.14B","0.90%"
"Sep 23, 2012","2,086.17","2,015.77","2,089.63","1,999.48","31.24B","2.93%"
"Sep 16, 2012","2,026.69","2,120.62","2,121.58","2,018.26","31.02B","-4.57%"
"Sep 09, 2012","2,123.85","2,128.07","2,140.17","2,107.22","43.84B","-0.18%"
"Sep 02, 2012","2,127.76","2,044.82","2,145.00","2,029.05","37.18B","3.92%"
"Aug 26, 2012","2,047.52","2,085.37","2,085.37","2,032.54","27.51B","-2.13%"
"Aug 19, 2012","2,092.10","2,102.23","2,124.19","2,089.02","28.46B","-1.08%"
"Aug 12, 2012","2,114.89","2,164.04","2,164.04","2,100.79","28.31B","-2.49%"
"Aug 05, 2012","2,168.81","2,129.15","2,176.80","2,127.26","36.07B","1.69%"
"Jul 29, 2012","2,132.80","2,128.16","2,137.74","2,100.25","26.61B","0.19%"
