"Date","Price","Open","High","Low","Change %"
"Dec 10, 2013","8.911","8.911","8.911","8.911","-0.32%"
"Dec 09, 2013","8.940","8.940","8.940","8.940","-0.07%"
"Dec 06, 2013","8.946","8.946","8.946","8.946","0.38%"
"Dec 05, 2013","8.912","8.912","8.912","8.912","-0.10%"
"Dec 04, 2013","8.921","8.921","8.921","8.921","0.06%"
"Dec 03, 2013","8.916","8.916","8.916","8.916","0.80%"
"Dec 02, 2013","8.845","8.845","8.845","8.845","-0.64%"
"Nov 29, 2013","8.902","8.902","8.902","8.902","0.11%"
"Nov 28, 2013","8.892","8.892","8.892","8.892","-0.31%"
"Nov 27, 2013","8.920","8.920","8.920","8.920","0.35%"
"Nov 26, 2013","8.889","8.889","8.889","8.889","-0.12%"
"Nov 25, 2013","8.900","8.900","8.900","8.900","0.58%"
"Nov 22, 2013","8.849","8.849","8.849","8.849","-0.44%"
"Nov 21, 2013","8.888","8.888","8.888","8.888","0.27%"
"Nov 20, 2013","8.864","8.864","8.864","8.864","-0.52%"
"Nov 19, 2013","8.910","8.910","8.910","8.910","0.13%"
"Nov 18, 2013","8.898","8.898","8.898","8.898","-0.22%"
"Nov 17, 2013","8.918","8.918","8.918","8.918","0.00%"
"Nov 15, 2013","8.918","8.918","8.918","8.918","1.25%"
"Nov 14, 2013","8.808","8.808","8.808","8.808","-0.91%"
"Nov 13, 2013","8.889","8.889","8.889","8.889","-0.17%"
"Nov 12, 2013","8.904","8.904","8.904","8.904","-0.03%"
"Nov 11, 2013","8.907","8.907","8.907","8.907","-0.52%"
"Nov 08, 2013","8.954","8.954","8.954","8.954","1.68%"
"Nov 07, 2013","8.806","8.806","8.806","8.806","-0.62%"
"Nov 06, 2013","8.861","8.861","8.861","8.861","-0.84%"
"Nov 05, 2013","8.936","8.936","8.936","8.936","0.03%"
"Nov 04, 2013","8.933","8.933","8.933","8.933","0.62%"
"Nov 03, 2013","8.878","8.878","8.878","8.878","0.00%"
"Nov 01, 2013","8.878","8.878","8.878","8.878","0.27%"
"Oct 31, 2013","8.854","8.854","8.854","8.854","-1.22%"
"Oct 30, 2013","8.963","8.963","8.963","8.963","1.04%"
"Oct 29, 2013","8.871","8.871","8.871","8.871","0.37%"
"Oct 28, 2013","8.838","8.838","8.838","8.838","0.02%"
"Oct 27, 2013","8.836","8.836","8.836","8.836","0.00%"
"Oct 25, 2013","8.836","8.836","8.836","8.836","-0.27%"
"Oct 24, 2013","8.860","8.860","8.860","8.860","-0.27%"
"Oct 23, 2013","8.884","8.884","8.884","8.884","0.30%"
"Oct 22, 2013","8.857","8.857","8.857","8.857","-1.06%"
"Oct 21, 2013","8.952","8.952","8.952","8.952","0.90%"
"Oct 18, 2013","8.872","8.872","8.872","8.872","0.06%"
"Oct 17, 2013","8.867","8.867","8.867","8.867","1.23%"
"Oct 16, 2013","8.759","8.759","8.759","8.759","-1.02%"
"Oct 15, 2013","8.849","8.849","8.849","8.849","1.34%"
"Oct 14, 2013","8.732","8.732","8.732","8.732","-1.73%"
"Oct 11, 2013","8.886","8.886","8.886","8.886","1.89%"
"Oct 10, 2013","8.721","8.721","8.721","8.721","-0.60%"
"Oct 09, 2013","8.774","8.774","8.774","8.774","0.64%"
"Oct 08, 2013","8.718","8.718","8.718","8.718","-1.98%"
"Oct 07, 2013","8.894","8.894","8.894","8.894","0.30%"
"Oct 04, 2013","8.867","8.867","8.867","8.867","-0.18%"
"Oct 03, 2013","8.883","8.883","8.883","8.883","-0.22%"
"Oct 02, 2013","8.903","8.903","8.903","8.903","0.46%"
"Oct 01, 2013","8.862","8.862","8.862","8.862","-0.76%"
"Sep 30, 2013","8.930","8.930","8.930","8.930","-0.23%"
"Sep 29, 2013","8.951","8.951","8.951","8.951","0.00%"
"Sep 27, 2013","8.951","8.951","8.951","8.951","1.23%"
"Sep 26, 2013","8.842","8.842","8.842","8.842","0.00%"
"Sep 25, 2013","8.842","8.842","8.842","8.842","0.11%"
"Sep 24, 2013","8.832","8.832","8.832","8.832","0.12%"
"Sep 23, 2013","8.821","8.821","8.821","8.821","-0.37%"
"Sep 22, 2013","8.854","8.854","8.854","8.854","0.00%"
"Sep 20, 2013","8.854","8.854","8.854","8.854","0.09%"
"Sep 19, 2013","8.846","8.846","8.846","8.846","-0.29%"
"Sep 18, 2013","8.872","8.872","8.872","8.872","0.29%"
"Sep 17, 2013","8.846","8.846","8.846","8.846","-0.77%"
"Sep 16, 2013","8.915","8.915","8.915","8.915","1.66%"
"Sep 15, 2013","8.769","8.769","8.769","8.769","0.00%"
"Sep 13, 2013","8.769","8.769","8.769","8.769","-0.51%"
"Sep 12, 2013","8.814","8.814","8.814","8.814","-0.88%"
"Sep 11, 2013","8.892","8.892","8.892","8.892","1.25%"
"Sep 10, 2013","8.782","8.782","8.782","8.782","-0.13%"
"Sep 09, 2013","8.793","8.793","8.793","8.793","-0.06%"
"Sep 08, 2013","8.798","8.798","8.798","8.798","0.00%"
"Sep 07, 2013","8.798","8.798","8.798","8.798","0.00%"
"Sep 06, 2013","8.798","8.798","8.798","8.798","0.15%"
"Sep 05, 2013","8.785","8.785","8.785","8.785","-1.01%"
"Sep 04, 2013","8.875","8.875","8.875","8.875","0.18%"
"Sep 03, 2013","8.859","8.859","8.859","8.859","0.52%"
"Sep 02, 2013","8.813","8.813","8.813","8.813","0.00%"
"Sep 01, 2013","8.813","8.813","8.813","8.813","0.00%"
"Aug 30, 2013","8.813","8.813","8.813","8.813","-1.18%"
"Aug 29, 2013","8.918","8.918","8.918","8.918","1.72%"
"Aug 28, 2013","8.767","8.767","8.767","8.767","-0.52%"
"Aug 27, 2013","8.813","8.813","8.813","8.813","-0.32%"
"Aug 26, 2013","8.841","8.841","8.841","8.841","-0.47%"
"Aug 23, 2013","8.883","8.883","8.883","8.883","1.96%"
"Aug 22, 2013","8.712","8.712","8.712","8.712","-0.24%"
"Aug 21, 2013","8.733","8.733","8.733","8.733","-1.31%"
"Aug 20, 2013","8.849","8.849","8.849","8.849","-0.11%"
"Aug 19, 2013","8.859","8.859","8.859","8.859","1.47%"
"Aug 16, 2013","8.731","8.731","8.731","8.731","-1.68%"
"Aug 15, 2013","8.880","8.880","8.880","8.880","-0.41%"
"Aug 14, 2013","8.917","8.917","8.917","8.917","2.20%"
"Aug 13, 2013","8.725","8.725","8.725","8.725","-1.30%"
"Aug 12, 2013","8.840","8.840","8.840","8.840","-0.97%"
"Aug 11, 2013","8.927","8.927","8.927","8.927","0.00%"
"Aug 10, 2013","8.927","8.927","8.927","8.927","0.00%"
"Aug 09, 2013","8.927","8.927","8.927","8.927","1.77%"
"Aug 08, 2013","8.772","8.772","8.772","8.772","-0.60%"
"Aug 07, 2013","8.825","8.825","8.825","8.825","0.00%"
"Aug 06, 2013","8.825","8.825","8.825","8.825","0.15%"
"Aug 05, 2013","8.812","8.812","8.812","8.812","-1.74%"
"Aug 02, 2013","8.968","8.968","8.968","8.968","1.12%"
"Aug 01, 2013","8.869","8.869","8.869","8.869","-0.64%"
"Jul 31, 2013","8.926","8.926","8.926","8.926","0.73%"
"Jul 30, 2013","8.861","8.861","8.861","8.861","-0.44%"
"Jul 29, 2013","8.900","8.900","8.900","8.900","1.42%"
"Jul 26, 2013","8.775","8.775","8.775","8.775","-0.87%"
"Jul 25, 2013","8.852","8.852","8.852","8.852","0.27%"
"Jul 24, 2013","8.828","8.828","8.828","8.828","-1.29%"
"Jul 23, 2013","8.943","8.943","8.943","8.943","0.66%"
"Jul 22, 2013","8.884","8.884","8.884","8.884","-0.29%"
"Jul 19, 2013","8.910","8.910","8.910","8.910","-1.04%"
"Jul 18, 2013","9.004","9.004","9.004","9.004","0.60%"
"Jul 17, 2013","8.950","8.950","8.950","8.950","0.42%"
"Jul 16, 2013","8.913","8.913","8.913","8.913","-0.16%"
"Jul 15, 2013","8.927","8.927","8.927","8.927","-0.49%"
"Jul 12, 2013","8.971","8.971","8.971","8.971","1.49%"
"Jul 11, 2013","8.839","8.839","8.839","8.839","-1.56%"
"Jul 10, 2013","8.979","8.979","8.979","8.979","1.08%"
"Jul 09, 2013","8.883","8.883","8.883","8.883","-1.68%"
"Jul 08, 2013","9.035","9.035","9.035","9.035","0.85%"
"Jul 05, 2013","8.959","8.959","8.959","8.959","2.19%"
"Jul 04, 2013","8.767","8.767","8.767","8.767","-2.14%"
"Jul 03, 2013","8.959","8.959","8.959","8.959","0.10%"
"Jul 02, 2013","8.950","8.950","8.950","8.950","1.02%"
"Jul 01, 2013","8.860","8.860","8.860","8.860","-0.44%"
"Jun 28, 2013","8.899","8.899","8.899","8.899","0.32%"
"Jun 27, 2013","8.871","8.871","8.871","8.871","-0.08%"
"Jun 26, 2013","8.878","8.878","8.878","8.878","0.96%"
"Jun 25, 2013","8.794","8.794","8.794","8.794","-0.35%"
"Jun 24, 2013","8.825","8.825","8.825","8.825","-0.14%"
"Jun 23, 2013","8.837","8.837","8.837","8.837","0.00%"
"Jun 21, 2013","8.837","8.837","8.837","8.837","-0.01%"
"Jun 20, 2013","8.838","8.838","8.838","8.838","0.16%"
"Jun 19, 2013","8.824","8.824","8.824","8.824","-1.59%"
"Jun 18, 2013","8.967","8.967","8.967","8.967","1.68%"
"Jun 17, 2013","8.819","8.819","8.819","8.819","-0.35%"
"Jun 16, 2013","8.850","8.850","8.850","8.850","0.00%"
"Jun 14, 2013","8.850","8.850","8.850","8.850","-0.53%"
"Jun 13, 2013","8.897","8.897","8.897","8.897","0.67%"
"Jun 12, 2013","8.838","8.838","8.838","8.838","0.32%"
"Jun 11, 2013","8.810","8.810","8.810","8.810","-0.96%"
"Jun 10, 2013","8.895","8.895","8.895","8.895","0.95%"
"Jun 08, 2013","8.811","8.811","8.811","8.811","0.00%"
"Jun 07, 2013","8.811","8.811","8.811","8.811","-0.28%"
"Jun 06, 2013","8.836","8.836","8.836","8.836","0.67%"
"Jun 05, 2013","8.777","8.777","8.777","8.777","-0.91%"
"Jun 04, 2013","8.858","8.858","8.858","8.858","-0.27%"
"Jun 03, 2013","8.882","8.882","8.882","8.882","-0.60%"
"May 31, 2013","8.936","8.936","8.936","8.936","0.30%"
"May 30, 2013","8.909","8.909","8.909","8.909","-3.29%"
"May 29, 2013","9.212","9.212","9.212","9.212","1.61%"
"May 28, 2013","9.066","9.066","9.066","9.066","0.81%"
"May 27, 2013","8.993","8.993","8.993","8.993","0.00%"
"May 25, 2013","8.993","8.993","8.993","8.993","0.00%"
"May 24, 2013","8.993","8.993","8.993","8.993","0.00%"
"May 23, 2013","8.993","8.993","8.993","8.993","0.63%"
"May 22, 2013","8.937","8.937","8.937","8.937","-2.59%"
"May 21, 2013","9.175","9.175","9.175","9.175","1.36%"
"May 20, 2013","9.052","9.052","9.052","9.052","0.12%"
"May 17, 2013","9.041","9.041","9.041","9.041","0.09%"
"May 16, 2013","9.033","9.033","9.033","9.033","-1.52%"
"May 15, 2013","9.172","9.172","9.172","9.172","-0.50%"
"May 14, 2013","9.218","9.218","9.218","9.218","1.01%"
"May 13, 2013","9.126","9.126","9.126","9.126","-1.45%"
"May 10, 2013","9.260","9.260","9.260","9.260","-0.08%"
"May 09, 2013","9.267","9.267","9.267","9.267","1.61%"
"May 08, 2013","9.120","9.120","9.120","9.120","-0.63%"
"May 07, 2013","9.178","9.178","9.178","9.178","0.16%"
"May 06, 2013","9.163","9.163","9.163","9.163","-1.32%"
"May 03, 2013","9.286","9.286","9.286","9.286","1.31%"
"May 02, 2013","9.166","9.166","9.166","9.166","-0.46%"
"May 01, 2013","9.208","9.208","9.208","9.208","0.00%"
"Apr 30, 2013","9.208","9.208","9.208","9.208","0.00%"
"Apr 29, 2013","9.208","9.208","9.208","9.208","-0.02%"
"Apr 26, 2013","9.210","9.210","9.210","9.210","-2.18%"
"Apr 25, 2013","9.415","9.415","9.415","9.415","0.77%"
"Apr 24, 2013","9.343","9.343","9.343","9.343","-0.56%"
"Apr 23, 2013","9.396","9.396","9.396","9.396","1.47%"
"Apr 22, 2013","9.260","9.260","9.260","9.260","0.10%"
"Apr 19, 2013","9.251","9.251","9.251","9.251","0.00%"
"Apr 18, 2013","9.251","9.251","9.251","9.251","1.24%"
"Apr 17, 2013","9.138","9.138","9.138","9.138","-1.59%"
"Apr 16, 2013","9.286","9.286","9.286","9.286","1.29%"
"Apr 15, 2013","9.168","9.168","9.168","9.168","0.15%"
"Apr 12, 2013","9.154","9.154","9.154","9.154","-0.10%"
"Apr 11, 2013","9.163","9.163","9.163","9.163","1.53%"
"Apr 10, 2013","9.025","9.025","9.025","9.025","-0.49%"
"Apr 09, 2013","9.069","9.069","9.069","9.069","0.35%"
"Apr 08, 2013","9.037","9.037","9.037","9.037","-3.67%"
"Apr 05, 2013","9.381","9.381","9.381","9.381","0.34%"
"Apr 04, 2013","9.349","9.349","9.349","9.349","0.87%"
"Apr 03, 2013","9.268","9.268","9.268","9.268","0.55%"
"Apr 02, 2013","9.217","9.217","9.217","9.217","0.51%"
"Apr 01, 2013","9.170","9.170","9.170","9.170","-1.67%"
"Mar 29, 2013","9.326","9.326","9.326","9.326","0.78%"
"Mar 28, 2013","9.254","9.254","9.254","9.254","-2.02%"
"Mar 27, 2013","9.445","9.445","9.445","9.445","-0.48%"
"Mar 26, 2013","9.491","9.491","9.491","9.491","-0.97%"
"Mar 25, 2013","9.584","9.584","9.584","9.584","1.13%"
"Mar 22, 2013","9.477","9.477","9.477","9.477","0.30%"
"Mar 21, 2013","9.449","9.449","9.449","9.449","-1.40%"
"Mar 20, 2013","9.583","9.583","9.583","9.583","3.35%"
"Mar 19, 2013","9.272","9.272","9.272","9.272","-2.04%"
"Mar 18, 2013","9.465","9.465","9.465","9.465","0.68%"
"Mar 17, 2013","9.401","9.401","9.401","9.401","0.00%"
"Mar 15, 2013","9.401","9.401","9.401","9.401","0.85%"
"Mar 14, 2013","9.322","9.322","9.322","9.322","-0.86%"
"Mar 13, 2013","9.403","9.403","9.403","9.403","1.84%"
"Mar 12, 2013","9.233","9.233","9.233","9.233","-1.55%"
"Mar 11, 2013","9.378","9.378","9.378","9.378","0.49%"
"Mar 08, 2013","9.332","9.332","9.332","9.332","-1.01%"
"Mar 07, 2013","9.427","9.427","9.427","9.427","2.07%"
"Mar 06, 2013","9.236","9.236","9.236","9.236","-2.12%"
"Mar 05, 2013","9.436","9.436","9.436","9.436","1.77%"
"Mar 04, 2013","9.272","9.272","9.272","9.272","0.00%"
"Mar 01, 2013","9.272","9.272","9.272","9.272","-0.42%"
"Feb 28, 2013","9.311","9.311","9.311","9.311","-1.67%"
"Feb 27, 2013","9.469","9.469","9.469","9.469","1.00%"
"Feb 26, 2013","9.375","9.375","9.375","9.375","-0.02%"
"Feb 25, 2013","9.377","9.377","9.377","9.377","1.07%"
"Feb 22, 2013","9.278","9.278","9.278","9.278","0.02%"
"Feb 21, 2013","9.276","9.276","9.276","9.276","-1.34%"
"Feb 20, 2013","9.402","9.402","9.402","9.402","-0.76%"
"Feb 19, 2013","9.474","9.474","9.474","9.474","0.00%"
"Feb 18, 2013","9.474","9.474","9.474","9.474","-1.92%"
"Feb 17, 2013","9.659","9.659","9.659","9.659","0.00%"
"Feb 15, 2013","9.659","9.659","9.659","9.659","0.00%"
"Feb 14, 2013","9.659","9.659","9.659","9.659","0.00%"
"Feb 13, 2013","9.659","9.659","9.659","9.659","0.00%"
"Feb 12, 2013","9.659","9.659","9.659","9.659","-0.71%"
"Feb 11, 2013","9.728","9.728","9.728","9.728","0.00%"
"Feb 09, 2013","9.728","9.728","9.728","9.728","0.00%"
"Feb 08, 2013","9.728","9.728","9.728","9.728","0.00%"
"Feb 07, 2013","9.728","9.728","9.728","9.728","0.00%"
"Feb 06, 2013","9.728","9.728","9.728","9.728","0.00%"
"Feb 05, 2013","9.728","9.728","9.728","9.728","0.00%"
"Feb 04, 2013","9.728","9.728","9.728","9.728","0.00%"
"Feb 01, 2013","9.728","9.728","9.728","9.728","0.00%"
"Jan 31, 2013","9.728","9.728","9.728","9.728","0.00%"
"Jan 30, 2013","9.728","9.728","9.728","9.728","-0.33%"
"Jan 29, 2013","9.760","9.760","9.760","9.760","2.20%"
"Jan 28, 2013","9.550","9.550","9.550","9.550","0.39%"
"Jan 25, 2013","9.513","9.513","9.513","9.513","0.28%"
"Jan 24, 2013","9.486","9.486","9.486","9.486","-1.42%"
"Jan 23, 2013","9.623","9.623","9.623","9.623","1.45%"
"Jan 22, 2013","9.485","9.485","9.485","9.485","-2.84%"
"Jan 21, 2013","9.762","9.762","9.762","9.762","0.00%"
"Jan 18, 2013","9.762","9.762","9.762","9.762","1.32%"
"Jan 17, 2013","9.635","9.635","9.635","9.635","-0.03%"
"Jan 16, 2013","9.638","9.638","9.638","9.638","-1.06%"
"Jan 15, 2013","9.741","9.741","9.741","9.741","0.00%"
"Jan 14, 2013","9.741","9.741","9.741","9.741","-0.06%"
"Jan 13, 2013","9.747","9.747","9.747","9.747","0.00%"
"Jan 11, 2013","9.747","9.747","9.747","9.747","-0.88%"
"Jan 10, 2013","9.834","9.834","9.834","9.834","0.69%"
"Jan 09, 2013","9.767","9.767","9.767","9.767","0.04%"
"Jan 08, 2013","9.763","9.763","9.763","9.763","-1.15%"
"Jan 07, 2013","9.877","9.877","9.877","9.877","-0.24%"
"Jan 04, 2013","9.901","9.901","9.901","9.901","0.14%"
"Jan 03, 2013","9.887","9.887","9.887","9.887","-0.60%"
"Jan 02, 2013","9.947","9.947","9.947","9.947","1.14%"
"Jan 01, 2013","9.835","9.835","9.835","9.835","0.00%"
"Dec 31, 2012","9.835","9.835","9.835","9.835","0.00%"
"Dec 30, 2012","9.835","9.835","9.835","9.835","0.00%"
"Dec 28, 2012","9.835","9.835","9.835","9.835","0.22%"
"Dec 27, 2012","9.813","9.813","9.813","9.813","-0.03%"
"Dec 26, 2012","9.816","9.816","9.816","9.816","-1.25%"
"Dec 25, 2012","9.940","9.940","9.940","9.940","0.00%"
"Dec 24, 2012","9.940","9.940","9.940","9.940","1.65%"
"Dec 23, 2012","9.779","9.779","9.779","9.779","0.00%"
"Dec 22, 2012","9.779","9.779","9.779","9.779","0.00%"
"Dec 21, 2012","9.779","9.779","9.779","9.779","-0.29%"
"Dec 20, 2012","9.807","9.807","9.807","9.807","0.61%"
"Dec 19, 2012","9.748","9.748","9.748","9.748","-1.65%"
"Dec 18, 2012","9.912","9.912","9.912","9.912","-0.91%"
"Dec 17, 2012","10.003","10.003","10.003","10.003","1.65%"
"Dec 14, 2012","9.841","9.841","9.841","9.841","0.73%"
"Dec 13, 2012","9.770","9.770","9.770","9.770","-0.56%"
"Dec 12, 2012","9.825","9.825","9.825","9.825","-0.80%"
"Dec 11, 2012","9.904","9.904","9.904","9.904","-0.46%"
"Dec 10, 2012","9.950","9.950","9.950","9.950","0.49%"
"Dec 07, 2012","9.901","9.901","9.901","9.901","0.26%"
"Dec 06, 2012","9.875","9.875","9.875","9.875","-0.83%"
"Dec 05, 2012","9.958","9.958","9.958","9.958","-1.04%"
"Dec 04, 2012","10.063","10.063","10.063","10.063","0.84%"
"Dec 03, 2012","9.979","9.979","9.979","9.979","0.07%"
"Nov 30, 2012","9.972","9.972","9.972","9.972","0.01%"
"Nov 29, 2012","9.971","9.971","9.971","9.971","0.00%"
"Nov 28, 2012","9.971","9.971","9.971","9.971","0.00%"
"Nov 27, 2012","9.971","9.971","9.971","9.971","0.05%"
"Nov 26, 2012","9.966","9.966","9.966","9.966","0.82%"
"Nov 23, 2012","9.885","9.885","9.885","9.885","-2.23%"
"Nov 22, 2012","10.110","10.110","10.110","10.110","0.80%"
"Nov 21, 2012","10.030","10.030","10.030","10.030","-0.42%"
"Nov 20, 2012","10.072","10.072","10.072","10.072","-1.31%"
"Nov 19, 2012","10.206","10.206","10.206","10.206","-2.71%"
"Nov 16, 2012","10.490","10.490","10.490","10.490","3.54%"
"Nov 15, 2012","10.131","10.131","10.131","10.131","-0.36%"
"Nov 14, 2012","10.168","10.168","10.168","10.168","-0.92%"
"Nov 13, 2012","10.262","10.262","10.262","10.262","0.00%"
"Nov 12, 2012","10.262","10.262","10.262","10.262","1.77%"
"Nov 09, 2012","10.084","10.084","10.084","10.084","-1.70%"
"Nov 08, 2012","10.258","10.258","10.258","10.258","0.79%"
"Nov 07, 2012","10.178","10.178","10.178","10.178","0.18%"
"Nov 06, 2012","10.160","10.160","10.160","10.160","-1.82%"
"Nov 05, 2012","10.348","10.348","10.348","10.348","0.87%"
"Nov 03, 2012","10.259","10.259","10.259","10.259","0.00%"
"Nov 02, 2012","10.259","10.259","10.259","10.259","1.01%"
"Nov 01, 2012","10.156","10.156","10.156","10.156","0.85%"
"Oct 31, 2012","10.070","10.070","10.070","10.070","-2.82%"
"Oct 30, 2012","10.362","10.362","10.362","10.362","0.00%"
"Oct 29, 2012","10.362","10.362","10.362","10.362","2.73%"
"Oct 26, 2012","10.087","10.087","10.087","10.087","0.00%"
"Oct 25, 2012","10.087","10.087","10.087","10.087","-0.62%"
"Oct 24, 2012","10.150","10.150","10.150","10.150","0.10%"
"Oct 23, 2012","10.140","10.140","10.140","10.140","0.54%"
"Oct 22, 2012","10.086","10.086","10.086","10.086","-1.00%"
"Oct 19, 2012","10.188","10.188","10.188","10.188","0.49%"
"Oct 18, 2012","10.138","10.138","10.138","10.138","0.15%"
"Oct 17, 2012","10.123","10.123","10.123","10.123","-0.12%"
"Oct 16, 2012","10.135","10.135","10.135","10.135","-0.01%"
"Oct 15, 2012","10.136","10.136","10.136","10.136","0.88%"
"Oct 12, 2012","10.048","10.048","10.048","10.048","-0.75%"
"Oct 11, 2012","10.124","10.124","10.124","10.124","0.98%"
"Oct 10, 2012","10.026","10.026","10.026","10.026","-0.30%"
"Oct 09, 2012","10.056","10.056","10.056","10.056","-0.85%"
"Oct 08, 2012","10.142","10.142","10.142","10.142","1.91%"
"Oct 05, 2012","9.952","9.952","9.952","9.952","-0.33%"
"Oct 04, 2012","9.985","9.985","9.985","9.985","-0.82%"
"Oct 03, 2012","10.068","10.068","10.068","10.068","1.27%"
"Oct 02, 2012","9.942","9.942","9.942","9.942","-0.47%"
"Oct 01, 2012","9.989","9.989","9.989","9.989","1.15%"
"Sep 28, 2012","9.875","9.875","9.875","9.875","-0.30%"
"Sep 27, 2012","9.905","9.905","9.905","9.905","-0.19%"
"Sep 26, 2012","9.924","9.924","9.924","9.924","-0.69%"
"Sep 25, 2012","9.993","9.993","9.993","9.993","0.09%"
"Sep 24, 2012","9.984","9.984","9.984","9.984","0.23%"
"Sep 23, 2012","9.961","9.961","9.961","9.961","0.00%"
"Sep 22, 2012","9.961","9.961","9.961","9.961","0.00%"
"Sep 21, 2012","9.961","9.961","9.961","9.961","0.66%"
"Sep 20, 2012","9.896","9.896","9.896","9.896","0.15%"
"Sep 19, 2012","9.881","9.881","9.881","9.881","-0.07%"
"Sep 18, 2012","9.888","9.888","9.888","9.888","-0.38%"
"Sep 17, 2012","9.926","9.926","9.926","9.926","1.12%"
"Sep 14, 2012","9.816","9.816","9.816","9.816","0.00%"
"Sep 13, 2012","9.816","9.816","9.816","9.816","-0.16%"
"Sep 12, 2012","9.832","9.832","9.832","9.832","-0.01%"
"Sep 11, 2012","9.833","9.833","9.833","9.833","-0.42%"
"Sep 10, 2012","9.874","9.874","9.874","9.874","-0.42%"
"Sep 07, 2012","9.916","9.916","9.916","9.916","-0.26%"
"Sep 06, 2012","9.942","9.942","9.942","9.942","-0.95%"
"Sep 05, 2012","10.037","10.037","10.037","10.037","0.58%"
"Sep 04, 2012","9.979","9.979","9.979","9.979","-0.04%"
"Sep 03, 2012","9.983","9.983","9.983","9.983","0.00%"
"Aug 31, 2012","9.983","9.983","9.983","9.983","0.68%"
"Aug 30, 2012","9.916","9.916","9.916","9.916","-0.01%"
"Aug 29, 2012","9.917","9.917","9.917","9.917","-0.07%"
"Aug 28, 2012","9.924","9.924","9.924","9.924","-1.99%"
"Aug 27, 2012","10.125","10.125","10.125","10.125","-0.01%"
"Aug 24, 2012","10.126","10.126","10.126","10.126","1.20%"
"Aug 23, 2012","10.006","10.006","10.006","10.006","0.75%"
"Aug 22, 2012","9.932","9.932","9.932","9.932","-0.19%"
"Aug 21, 2012","9.951","9.951","9.951","9.951","-0.01%"
"Aug 20, 2012","9.952","9.952","9.952","9.952","-0.26%"
"Aug 17, 2012","9.978","9.978","9.978","9.978","-3.27%"
"Aug 16, 2012","10.315","10.315","10.315","10.315","2.03%"
"Aug 15, 2012","10.110","10.110","10.110","10.110","-0.01%"
"Aug 14, 2012","10.111","10.111","10.111","10.111","0.78%"
"Aug 13, 2012","10.033","10.033","10.033","10.033","0.38%"
"Aug 10, 2012","9.995","9.995","9.995","9.995","-1.65%"
"Aug 09, 2012","10.163","10.163","10.163","10.163","1.31%"
"Aug 08, 2012","10.032","10.032","10.032","10.032","-2.24%"
"Aug 07, 2012","10.262","10.262","10.262","10.262","1.02%"
"Aug 06, 2012","10.158","10.158","10.158","10.158","0.92%"
"Aug 03, 2012","10.065","10.065","10.065","10.065","0.26%"
"Aug 02, 2012","10.039","10.039","10.039","10.039","-0.59%"
"Aug 01, 2012","10.099","10.099","10.099","10.099","-0.05%"
"Jul 31, 2012","10.104","10.104","10.104","10.104","-1.78%"
"Jul 30, 2012","10.287","10.287","10.287","10.287","0.00%"
"Jul 27, 2012","10.287","10.287","10.287","10.287","2.59%"
"Jul 26, 2012","10.027","10.027","10.027","10.027","0.77%"
"Jul 25, 2012","9.950","9.950","9.950","9.950","-0.86%"
"Jul 24, 2012","10.036","10.036","10.036","10.036","1.06%"
"Jul 23, 2012","9.931","9.931","9.931","9.931","-0.41%"
"Jul 20, 2012","9.972","9.972","9.972","9.972","0.35%"
"Jul 19, 2012","9.937","9.937","9.937","9.937","-1.46%"
"Jul 18, 2012","10.084","10.084","10.084","10.084","1.32%"
"Jul 17, 2012","9.953","9.953","9.953","9.953","-2.65%"
"Jul 16, 2012","10.224","10.224","10.224","10.224","1.50%"
"Jul 13, 2012","10.073","10.073","10.073","10.073","-2.25%"
"Jul 12, 2012","10.305","10.305","10.305","10.305","2.22%"
"Jul 11, 2012","10.081","10.081","10.081","10.081","2.09%"
"Jul 10, 2012","9.875","9.875","9.875","9.875","-1.03%"
"Jul 09, 2012","9.978","9.978","9.978","9.978","1.07%"
"Jul 06, 2012","9.872","9.872","9.872","9.872","-1.16%"
"Jul 05, 2012","9.988","9.988","9.988","9.988","0.80%"
"Jul 04, 2012","9.909","9.909","9.909","9.909","0.00%"
"Jul 03, 2012","9.909","9.909","9.909","9.909","0.66%"
"Jul 02, 2012","9.844","9.844","9.844","9.844","-0.66%"
"Jun 29, 2012","9.909","9.909","9.909","9.909","-1.20%"
"Jun 28, 2012","10.029","10.029","10.029","10.029","-0.47%"
"Jun 27, 2012","10.076","10.076","10.076","10.076","0.22%"
"Jun 26, 2012","10.054","10.054","10.054","10.054","0.43%"
"Jun 25, 2012","10.011","10.011","10.011","10.011","2.30%"
"Jun 22, 2012","9.786","9.786","9.786","9.786","0.00%"
"Jun 21, 2012","9.786","9.786","9.786","9.786","0.41%"
"Jun 20, 2012","9.746","9.746","9.746","9.746","-2.07%"
"Jun 19, 2012","9.952","9.952","9.952","9.952","-0.37%"
"Jun 18, 2012","9.989","9.989","9.989","9.989","0.20%"
"Jun 15, 2012","9.969","9.969","9.969","9.969","-1.19%"
"Jun 14, 2012","10.089","10.089","10.089","10.089","2.27%"
"Jun 13, 2012","9.865","9.865","9.865","9.865","0.37%"
"Jun 12, 2012","9.829","9.829","9.829","9.829","0.38%"
"Jun 11, 2012","9.792","9.792","9.792","9.792","0.03%"
"Jun 08, 2012","9.789","9.789","9.789","9.789","0.63%"
"Jun 07, 2012","9.728","9.728","9.728","9.728","-0.64%"
